,xmin,ymin,xmax,ymax,image,labels
1257,177,212,227,259,maksssksksss329.png,1
1258,312,28,360,81,maksssksksss329.png,1
1259,302,118,346,169,maksssksksss329.png,1
1260,288,182,368,264,maksssksksss329.png,1
1261,114,47,143,75,maksssksksss33.png,1
1262,24,79,56,107,maksssksksss330.png,1
1263,92,44,125,79,maksssksksss330.png,1
1264,166,65,203,100,maksssksksss330.png,1
1265,284,39,343,98,maksssksksss330.png,1
1266,25,69,48,93,maksssksksss331.png,1
1267,88,87,107,106,maksssksksss331.png,0
1268,128,61,149,84,maksssksksss331.png,1
1269,127,157,168,209,maksssksksss331.png,1
1270,147,110,181,145,maksssksksss331.png,1
1271,208,61,220,77,maksssksksss331.png,1
1272,229,96,265,137,maksssksksss331.png,1
1273,263,46,277,65,maksssksksss331.png,0
1274,270,72,288,92,maksssksksss331.png,1
1275,298,108,321,133,maksssksksss331.png,1
1276,308,65,328,86,maksssksksss331.png,1
1277,334,119,381,163,maksssksksss331.png,1
1278,365,49,380,65,maksssksksss331.png,1
1279,342,49,358,67,maksssksksss331.png,1
1280,1,148,23,179,maksssksksss331.png,1
1281,62,213,166,319,maksssksksss332.png,1
1282,76,203,181,330,maksssksksss333.png,1
1283,96,74,136,127,maksssksksss334.png,1
1284,193,100,234,146,maksssksksss334.png,1
1285,259,105,305,151,maksssksksss334.png,1
1286,334,106,367,144,maksssksksss334.png,2
1287,12,153,125,293,maksssksksss335.png,1
1288,101,73,108,82,maksssksksss336.png,2
1289,123,67,143,83,maksssksksss336.png,1
1290,178,64,185,72,maksssksksss336.png,2
1291,167,114,183,128,maksssksksss336.png,1
1292,225,60,240,76,maksssksksss336.png,1
1293,261,65,277,82,maksssksksss336.png,1
1294,282,75,295,92,maksssksksss336.png,2
1295,330,20,362,56,maksssksksss336.png,1
1296,115,32,145,70,maksssksksss337.png,1
1297,48,33,81,71,maksssksksss338.png,1
1298,158,86,182,108,maksssksksss338.png,1
1299,203,51,228,82,maksssksksss338.png,1
1300,298,34,325,64,maksssksksss338.png,1
1301,38,200,56,228,maksssksksss338.png,1
1302,89,210,180,303,maksssksksss339.png,1
1303,63,99,75,113,maksssksksss34.png,1
1304,102,79,117,95,maksssksksss34.png,1
1305,142,84,155,99,maksssksksss34.png,1
1306,129,92,142,102,maksssksksss34.png,2
1307,195,79,209,95,maksssksksss34.png,1
1308,213,86,228,103,maksssksksss34.png,1
1309,245,71,260,86,maksssksksss34.png,1
1310,299,91,312,104,maksssksksss34.png,2
1311,59,1,105,55,maksssksksss340.png,1
1312,133,83,195,140,maksssksksss340.png,2
1313,243,85,308,147,maksssksksss340.png,1
1314,458,68,527,157,maksssksksss340.png,1
1315,67,197,160,318,maksssksksss341.png,1
1316,28,53,54,81,maksssksksss342.png,2
1317,86,46,103,64,maksssksksss342.png,1
1318,103,49,116,62,maksssksksss342.png,1
1319,130,42,144,58,maksssksksss342.png,1
1320,72,93,99,120,maksssksksss342.png,1
1321,106,116,145,158,maksssksksss342.png,1
1322,152,48,162,60,maksssksksss342.png,1
1323,160,56,173,70,maksssksksss342.png,1
1324,184,64,203,91,maksssksksss342.png,1
1325,213,47,226,66,maksssksksss342.png,1
1326,252,95,287,130,maksssksksss342.png,1
1327,320,192,385,255,maksssksksss342.png,1
1328,297,62,320,85,maksssksksss342.png,1
1329,85,131,232,284,maksssksksss343.png,2
1330,80,40,90,50,maksssksksss344.png,1
1331,96,14,110,27,maksssksksss344.png,1
1332,236,25,261,50,maksssksksss344.png,1
1333,318,94,342,115,maksssksksss344.png,1
1334,186,110,218,142,maksssksksss345.png,1
1335,148,109,182,136,maksssksksss345.png,2
1336,54,18,141,108,maksssksksss346.png,1
1337,272,26,386,158,maksssksksss346.png,1
1338,100,254,149,325,maksssksksss346.png,1
1339,246,251,349,354,maksssksksss346.png,1
1340,8,147,57,198,maksssksksss347.png,2
1341,102,90,175,156,maksssksksss347.png,1
1342,211,128,267,233,maksssksksss347.png,2
1343,86,189,188,304,maksssksksss348.png,2
1344,156,54,254,163,maksssksksss349.png,1
1345,35,170,90,223,maksssksksss349.png,1
1346,234,17,294,96,maksssksksss349.png,2
1347,132,44,208,123,maksssksksss35.png,1
1348,330,67,375,114,maksssksksss35.png,1
1349,112,64,133,86,maksssksksss350.png,1
1350,271,32,298,58,maksssksksss350.png,1
1351,143,67,257,195,maksssksksss351.png,1
1352,144,68,190,110,maksssksksss352.png,1
1353,48,90,91,133,maksssksksss352.png,2
1354,227,70,265,111,maksssksksss353.png,1
1355,4,162,33,194,maksssksksss354.png,1
1356,27,121,41,138,maksssksksss354.png,1
1357,43,113,52,125,maksssksksss354.png,1
1358,72,123,86,136,maksssksksss354.png,1
1359,89,103,99,116,maksssksksss354.png,1
1360,65,101,73,110,maksssksksss354.png,1
1361,94,135,136,185,maksssksksss354.png,1
1362,157,113,166,122,maksssksksss354.png,1
1363,112,103,120,111,maksssksksss354.png,1
1364,170,129,185,145,maksssksksss354.png,1
1365,206,121,229,147,maksssksksss354.png,1
1366,194,114,200,123,maksssksksss354.png,1
1367,176,113,183,119,maksssksksss354.png,1
1368,229,102,239,112,maksssksksss354.png,1
1369,276,115,286,123,maksssksksss354.png,1
1370,295,129,304,139,maksssksksss354.png,1
1371,321,125,340,145,maksssksksss354.png,1
1372,353,116,361,126,maksssksksss354.png,1
1373,392,131,400,150,maksssksksss354.png,1
1374,263,109,267,114,maksssksksss354.png,1
1375,278,101,284,107,maksssksksss354.png,1
1376,290,107,295,112,maksssksksss354.png,1
1377,307,116,315,126,maksssksksss354.png,1
1378,381,113,389,123,maksssksksss354.png,1
1379,392,109,396,115,maksssksksss354.png,1
1380,103,231,181,338,maksssksksss355.png,1
1381,113,178,218,302,maksssksksss356.png,1
1382,219,35,263,85,maksssksksss357.png,1
1383,91,64,126,106,maksssksksss358.png,1
1384,179,65,221,109,maksssksksss358.png,1
1385,268,82,300,115,maksssksksss358.png,1
1386,300,86,341,125,maksssksksss358.png,1
1387,23,40,44,61,maksssksksss359.png,1
1388,59,54,76,73,maksssksksss359.png,1
1389,114,35,126,49,maksssksksss359.png,1
1390,130,47,152,71,maksssksksss359.png,1
1391,140,35,154,49,maksssksksss359.png,1
1392,155,44,171,63,maksssksksss359.png,1
1393,169,96,191,117,maksssksksss359.png,1
1394,185,45,197,59,maksssksksss359.png,1
1395,206,42,218,59,maksssksksss359.png,1
1396,217,43,234,63,maksssksksss359.png,1
1397,238,52,253,68,maksssksksss359.png,1
1398,252,59,271,79,maksssksksss359.png,1
1399,274,62,296,84,maksssksksss359.png,1
1400,298,39,314,57,maksssksksss359.png,1
1401,316,42,331,55,maksssksksss359.png,2
1402,345,33,362,53,maksssksksss359.png,1
1403,368,38,385,59,maksssksksss359.png,1
1404,332,42,341,54,maksssksksss359.png,1
1405,24,24,47,52,maksssksksss36.png,1
1406,111,38,127,56,maksssksksss36.png,1
1407,145,39,170,67,maksssksksss36.png,1
1408,195,22,216,46,maksssksksss36.png,1
1409,262,60,273,70,maksssksksss36.png,1
1410,311,53,319,62,maksssksksss36.png,1
1411,323,46,337,61,maksssksksss36.png,1
1412,336,31,354,49,maksssksksss36.png,1
1413,354,25,379,50,maksssksksss36.png,1
1414,173,33,206,71,maksssksksss360.png,1
1415,37,60,60,88,maksssksksss361.png,2
1416,194,71,230,107,maksssksksss361.png,1
1417,329,25,352,52,maksssksksss361.png,2
1418,61,117,167,222,maksssksksss362.png,1
1419,175,127,258,214,maksssksksss362.png,1
1420,258,90,338,180,maksssksksss362.png,1
1421,79,48,97,69,maksssksksss363.png,1
1422,116,78,134,101,maksssksksss363.png,1
1423,161,79,179,96,maksssksksss363.png,1
1424,193,53,209,76,maksssksksss363.png,1
1425,327,24,361,64,maksssksksss363.png,1
1426,345,87,379,128,maksssksksss363.png,1
1427,83,56,117,95,maksssksksss364.png,1
1428,179,51,212,87,maksssksksss364.png,1
1429,263,62,295,101,maksssksksss364.png,1
1430,129,118,171,167,maksssksksss365.png,1
1431,208,123,243,155,maksssksksss365.png,1
1432,266,125,281,151,maksssksksss365.png,2
1433,48,44,184,205,maksssksksss366.png,1
1434,379,61,480,205,maksssksksss366.png,1
1435,241,60,271,97,maksssksksss367.png,1
1436,354,36,375,64,maksssksksss368.png,1
1437,314,23,339,53,maksssksksss368.png,1
1438,253,35,278,61,maksssksksss368.png,1
1439,195,54,212,77,maksssksksss368.png,1
1440,175,57,191,75,maksssksksss368.png,1
1441,104,48,127,70,maksssksksss368.png,1
1442,41,69,64,93,maksssksksss368.png,1
1443,62,65,80,88,maksssksksss368.png,1
1444,16,51,30,64,maksssksksss368.png,1
1445,123,139,217,267,maksssksksss369.png,1
1446,78,110,192,265,maksssksksss37.png,1
1447,135,135,241,263,maksssksksss370.png,2
1448,160,37,263,154,maksssksksss371.png,0
1449,95,33,116,59,maksssksksss372.png,1
1450,165,19,186,43,maksssksksss372.png,1
1451,20,54,65,105,maksssksksss373.png,1
1452,50,99,122,167,maksssksksss373.png,1
1453,188,107,225,141,maksssksksss373.png,1
1454,207,59,241,87,maksssksksss373.png,1
1455,220,81,250,118,maksssksksss373.png,1
1456,244,63,303,118,maksssksksss373.png,1
1457,330,73,365,107,maksssksksss373.png,1
1458,320,31,344,55,maksssksksss373.png,2
1459,367,57,391,82,maksssksksss373.png,2
1460,398,74,434,114,maksssksksss373.png,1
1461,426,125,483,177,maksssksksss373.png,1
1462,440,69,468,96,maksssksksss373.png,1
1463,427,29,454,54,maksssksksss373.png,1
1464,183,21,215,51,maksssksksss374.png,1
1465,28,91,52,113,maksssksksss374.png,1
1466,191,143,225,182,maksssksksss374.png,1
1467,314,30,345,61,maksssksksss374.png,2
1468,92,64,123,89,maksssksksss374.png,1
1469,259,76,277,94,maksssksksss375.png,2
1470,273,192,289,210,maksssksksss375.png,2
1471,58,48,94,88,maksssksksss376.png,1
1472,144,17,154,33,maksssksksss376.png,1
1473,191,29,210,51,maksssksksss376.png,1
1474,229,15,242,31,maksssksksss376.png,1
1475,318,77,330,94,maksssksksss376.png,1
1476,338,72,349,84,maksssksksss376.png,1
1477,350,79,377,102,maksssksksss376.png,1
1478,132,75,246,176,maksssksksss377.png,1
1479,112,90,158,132,maksssksksss378.png,1
1480,237,61,285,103,maksssksksss378.png,1
1481,129,197,212,317,maksssksksss379.png,2
1482,194,102,230,139,maksssksksss38.png,1
1483,252,116,284,149,maksssksksss38.png,2
1484,47,210,157,359,maksssksksss380.png,1
1485,97,64,120,89,maksssksksss381.png,1
1486,163,75,185,95,maksssksksss381.png,1
1487,207,70,229,96,maksssksksss381.png,1
1488,247,73,267,96,maksssksksss381.png,1
1489,356,148,362,156,maksssksksss381.png,2
1490,379,135,385,144,maksssksksss381.png,2
1491,324,89,340,111,maksssksksss382.png,1
1492,256,111,274,128,maksssksksss382.png,1
1493,195,96,215,114,maksssksksss382.png,1
1494,139,105,158,126,maksssksksss382.png,1
1495,64,95,82,121,maksssksksss382.png,1
1496,90,183,190,309,maksssksksss383.png,1
1497,37,244,50,258,maksssksksss384.png,1
1498,146,238,161,255,maksssksksss384.png,1
1499,186,265,194,277,maksssksksss384.png,2
1500,221,237,238,254,maksssksksss384.png,1
1501,125,76,157,113,maksssksksss385.png,1
1502,385,25,396,46,maksssksksss385.png,2
1503,217,27,229,41,maksssksksss385.png,2
1504,51,20,61,31,maksssksksss385.png,2
1505,87,15,97,27,maksssksksss385.png,2
1506,83,43,110,75,maksssksksss386.png,0
1507,139,65,167,94,maksssksksss386.png,1
1508,185,70,204,89,maksssksksss386.png,1
1509,228,67,248,88,maksssksksss386.png,1
1510,249,76,262,90,maksssksksss386.png,1
1511,262,68,273,81,maksssksksss386.png,1
1512,283,73,288,80,maksssksksss386.png,2
1513,290,72,295,78,maksssksksss386.png,2
1514,314,75,320,81,maksssksksss386.png,1
1515,209,73,247,113,maksssksksss387.png,1
1516,287,60,328,115,maksssksksss387.png,0
1517,354,109,400,191,maksssksksss387.png,1
1518,156,20,173,37,maksssksksss387.png,2
1519,26,92,44,121,maksssksksss388.png,1
1520,106,88,122,111,maksssksksss388.png,1
1521,122,102,146,124,maksssksksss388.png,1
1522,151,73,168,94,maksssksksss388.png,1
1523,168,76,190,100,maksssksksss388.png,2
1524,188,96,219,131,maksssksksss388.png,1
1525,192,59,210,78,maksssksksss388.png,2
1526,223,53,243,76,maksssksksss388.png,2
1527,272,67,291,88,maksssksksss388.png,2
1528,260,93,279,115,maksssksksss388.png,1
1529,288,86,308,113,maksssksksss388.png,1
1530,348,71,366,91,maksssksksss388.png,1
1531,303,96,330,123,maksssksksss388.png,0
1532,371,77,396,100,maksssksksss388.png,2
1533,68,75,80,88,maksssksksss388.png,2
1534,321,70,333,84,maksssksksss388.png,2
1535,367,67,378,79,maksssksksss388.png,1
1536,123,148,188,217,maksssksksss389.png,1
1537,1,231,57,295,maksssksksss389.png,1
1538,15,67,62,116,maksssksksss389.png,1
1539,114,74,159,116,maksssksksss389.png,1
1540,236,80,293,135,maksssksksss389.png,1
1541,191,30,233,78,maksssksksss389.png,1
1542,279,10,317,52,maksssksksss389.png,1
1543,1,84,21,117,maksssksksss389.png,1
1544,330,18,368,53,maksssksksss389.png,1
1545,246,13,273,47,maksssksksss389.png,1
1546,163,44,191,75,maksssksksss389.png,2
1547,339,59,393,111,maksssksksss389.png,2
1548,157,107,223,184,maksssksksss39.png,1
1549,239,97,347,219,maksssksksss39.png,1
1550,51,131,81,159,maksssksksss390.png,1
1551,96,130,126,158,maksssksksss390.png,1
1552,197,126,219,150,maksssksksss390.png,1
1553,281,137,305,157,maksssksksss390.png,1
1554,315,130,332,147,maksssksksss390.png,1
1555,387,114,400,131,maksssksksss390.png,1
1556,93,34,119,61,maksssksksss391.png,1
1557,174,62,199,92,maksssksksss391.png,1
1558,234,91,262,118,maksssksksss391.png,1
1559,305,77,336,108,maksssksksss391.png,1
1560,168,76,292,211,maksssksksss392.png,1
1561,44,88,161,206,maksssksksss393.png,1
1562,241,261,365,390,maksssksksss393.png,1
1563,142,13,249,133,maksssksksss394.png,1
1564,218,57,307,164,maksssksksss395.png,1
1565,24,118,55,151,maksssksksss396.png,1
1566,83,140,116,176,maksssksksss396.png,1
1567,167,97,210,142,maksssksksss396.png,1
1568,269,142,291,165,maksssksksss396.png,1
1569,310,86,366,135,maksssksksss396.png,2
1570,40,43,82,91,maksssksksss397.png,1
1571,181,58,252,128,maksssksksss397.png,1
1572,303,49,358,107,maksssksksss397.png,1
1573,153,122,251,223,maksssksksss398.png,1
1574,305,93,334,135,maksssksksss399.png,1
1575,324,84,351,111,maksssksksss399.png,1
1576,191,98,228,134,maksssksksss399.png,1
1577,155,60,183,96,maksssksksss399.png,1
1578,106,70,129,98,maksssksksss399.png,1
1579,51,54,81,90,maksssksksss399.png,1
1580,236,54,275,87,maksssksksss399.png,1
1581,267,56,298,91,maksssksksss399.png,2
1582,70,185,176,321,maksssksksss4.png,1
1583,65,87,106,134,maksssksksss40.png,1
1584,203,75,232,114,maksssksksss40.png,1
1585,258,77,297,123,maksssksksss40.png,1
1586,367,80,394,112,maksssksksss40.png,2
1587,87,117,136,171,maksssksksss400.png,1
1588,165,95,214,148,maksssksksss400.png,1
1589,281,84,331,135,maksssksksss400.png,1
1590,101,49,134,91,maksssksksss401.png,2
1591,133,75,166,111,maksssksksss401.png,2
1592,228,102,263,148,maksssksksss401.png,1
1593,346,62,367,101,maksssksksss401.png,1
1594,90,256,165,349,maksssksksss402.png,2
1595,96,226,199,350,maksssksksss403.png,1
1596,112,214,183,319,maksssksksss404.png,2
1597,101,264,182,370,maksssksksss405.png,1
1598,171,69,239,144,maksssksksss406.png,0
1599,102,204,202,331,maksssksksss407.png,1
1600,1,66,26,94,maksssksksss408.png,1
1601,19,46,44,73,maksssksksss408.png,1
1602,76,38,104,61,maksssksksss408.png,2
1603,129,37,148,55,maksssksksss408.png,1
1604,154,34,182,52,maksssksksss408.png,1
1605,151,64,180,89,maksssksksss408.png,1
1606,51,64,94,106,maksssksksss408.png,1
1607,195,64,228,92,maksssksksss408.png,1
1608,309,77,344,112,maksssksksss408.png,1
1609,256,45,283,69,maksssksksss408.png,2
1610,91,208,172,320,maksssksksss409.png,1
1611,29,184,63,216,maksssksksss41.png,1
1612,50,165,74,194,maksssksksss41.png,1
1613,107,175,139,208,maksssksksss41.png,1
1614,181,151,201,172,maksssksksss41.png,1
1615,202,188,236,225,maksssksksss41.png,1
1616,234,183,247,207,maksssksksss41.png,1
1617,253,169,271,189,maksssksksss41.png,1
1618,283,203,315,235,maksssksksss41.png,1
1619,337,186,361,210,maksssksksss41.png,1
1620,34,153,62,176,maksssksksss410.png,1
1621,88,138,111,163,maksssksksss410.png,1
1622,139,207,168,234,maksssksksss410.png,1
1623,116,135,135,154,maksssksksss410.png,1
1624,135,103,152,121,maksssksksss410.png,1
1625,101,91,115,106,maksssksksss410.png,0
1626,58,109,72,127,maksssksksss410.png,1
1627,56,91,65,103,maksssksksss410.png,1
1628,80,81,89,91,maksssksksss410.png,1
1629,176,115,202,139,maksssksksss410.png,1
1630,205,96,221,115,maksssksksss410.png,1
1631,291,110,324,139,maksssksksss410.png,1
1632,366,131,381,154,maksssksksss410.png,1
1633,246,87,255,105,maksssksksss410.png,1
1634,217,62,231,78,maksssksksss410.png,1
1635,180,56,192,68,maksssksksss410.png,1
1636,121,63,130,76,maksssksksss410.png,1
1637,34,83,42,99,maksssksksss410.png,1
1638,26,70,34,82,maksssksksss410.png,1
1639,55,60,67,74,maksssksksss410.png,1
1640,87,53,95,62,maksssksksss410.png,1
1641,21,98,43,120,maksssksksss411.png,1
1642,84,81,111,114,maksssksksss411.png,2
1643,142,101,174,141,maksssksksss411.png,1
1644,191,91,217,117,maksssksksss411.png,1
1645,226,63,260,100,maksssksksss411.png,1
1646,299,85,313,104,maksssksksss411.png,1
1647,321,60,353,95,maksssksksss411.png,1
1648,370,94,396,122,maksssksksss411.png,1
1649,190,100,267,186,maksssksksss412.png,1
1650,317,198,391,274,maksssksksss412.png,1
1651,71,53,104,88,maksssksksss413.png,1
1652,174,32,204,70,maksssksksss413.png,1
1653,291,80,340,134,maksssksksss413.png,1
1654,119,81,147,117,maksssksksss414.png,1
1655,103,42,123,60,maksssksksss414.png,1
1656,203,23,226,48,maksssksksss414.png,1
1657,314,15,342,46,maksssksksss414.png,1
1658,86,127,179,234,maksssksksss415.png,1
1659,130,20,149,39,maksssksksss416.png,1
1660,173,82,196,102,maksssksksss416.png,1
1661,276,77,295,99,maksssksksss416.png,1
1662,300,93,318,120,maksssksksss416.png,1
1663,115,200,217,338,maksssksksss417.png,1
1664,340,146,353,159,maksssksksss418.png,1
1665,49,158,58,168,maksssksksss418.png,1
1666,128,46,151,77,maksssksksss419.png,1
1667,7,156,19,177,maksssksksss419.png,2
1668,20,163,38,183,maksssksksss419.png,2
1669,37,151,50,169,maksssksksss419.png,2
1670,50,158,59,175,maksssksksss419.png,2
1671,59,157,69,173,maksssksksss419.png,2
1672,190,112,196,123,maksssksksss419.png,2
1673,73,155,82,170,maksssksksss419.png,2
1674,36,73,95,141,maksssksksss42.png,1
1675,175,67,228,133,maksssksksss42.png,1
1676,304,67,363,135,maksssksksss42.png,1
1677,33,244,95,312,maksssksksss42.png,1
1678,170,248,231,321,maksssksksss42.png,1
1679,306,248,366,313,maksssksksss42.png,1
1680,96,171,197,282,maksssksksss420.png,2
1681,65,78,97,114,maksssksksss421.png,1
1682,111,109,130,130,maksssksksss421.png,1
1683,182,41,221,83,maksssksksss421.png,1
1684,212,79,233,100,maksssksksss421.png,1
1685,302,53,341,94,maksssksksss421.png,1
1686,45,47,114,130,maksssksksss422.png,1
1687,224,247,350,372,maksssksksss422.png,1
1688,3,49,16,64,maksssksksss423.png,1
1689,42,11,66,40,maksssksksss423.png,1
1690,100,66,109,82,maksssksksss423.png,1
1691,144,68,155,81,maksssksksss423.png,0
1692,157,24,170,45,maksssksksss423.png,1
1693,202,29,212,48,maksssksksss423.png,1
1694,197,45,208,60,maksssksksss423.png,1
1695,256,44,270,60,maksssksksss423.png,1
1696,276,46,289,62,maksssksksss423.png,1
1697,305,63,312,73,maksssksksss423.png,1
1698,320,48,335,64,maksssksksss423.png,1
1699,351,55,363,69,maksssksksss423.png,1
1700,366,55,376,70,maksssksksss423.png,1
1701,14,185,22,201,maksssksksss424.png,2
1702,31,186,48,205,maksssksksss424.png,1
1703,67,181,74,193,maksssksksss424.png,1
1704,97,194,113,210,maksssksksss424.png,1
1705,126,146,136,158,maksssksksss424.png,2
1706,135,150,149,163,maksssksksss424.png,1
1707,153,155,165,165,maksssksksss424.png,0
1708,142,171,155,185,maksssksksss424.png,2
1709,122,181,137,194,maksssksksss424.png,1
1710,159,173,174,189,maksssksksss424.png,1
1711,176,159,190,176,maksssksksss424.png,1
1712,214,153,226,165,maksssksksss424.png,1
1713,194,179,210,196,maksssksksss424.png,1
1714,203,197,220,217,maksssksksss424.png,1
1715,233,148,248,164,maksssksksss424.png,1
1716,221,248,240,267,maksssksksss424.png,2
1717,222,125,233,135,maksssksksss424.png,1
1718,201,115,210,126,maksssksksss424.png,1
1719,242,126,252,137,maksssksksss424.png,1
1720,287,106,297,116,maksssksksss424.png,1
1721,312,110,319,118,maksssksksss424.png,1
1722,358,130,368,139,maksssksksss424.png,1
1723,203,122,349,266,maksssksksss425.png,1
1724,154,78,313,247,maksssksksss426.png,1
1725,120,61,182,129,maksssksksss427.png,1
1726,52,68,68,85,maksssksksss427.png,1
1727,216,64,238,86,maksssksksss427.png,1
1728,299,1,395,88,maksssksksss427.png,1
1729,34,153,63,175,maksssksksss428.png,1
1730,87,140,111,161,maksssksksss428.png,1
1731,116,133,135,153,maksssksksss428.png,1
1732,138,207,168,234,maksssksksss428.png,1
1733,177,115,203,138,maksssksksss428.png,1
1734,292,110,324,138,maksssksksss428.png,1
1735,366,133,382,153,maksssksksss428.png,1
1736,205,95,220,115,maksssksksss428.png,1
1737,245,87,255,104,maksssksksss428.png,1
1738,218,63,232,78,maksssksksss428.png,1
1739,180,56,191,68,maksssksksss428.png,1
1740,58,110,72,128,maksssksksss428.png,1
1741,101,93,116,105,maksssksksss428.png,0
1742,55,92,65,103,maksssksksss428.png,1
1743,134,105,151,120,maksssksksss428.png,1
1744,121,64,130,76,maksssksksss428.png,1
1745,56,62,66,74,maksssksksss428.png,1
1746,79,81,89,91,maksssksksss428.png,1
1747,34,87,43,97,maksssksksss428.png,1
1748,27,72,35,80,maksssksksss428.png,1
1749,86,54,94,62,maksssksksss428.png,1
1750,28,57,50,80,maksssksksss429.png,1
1751,102,112,124,133,maksssksksss429.png,1
1752,163,118,184,142,maksssksksss429.png,1
1753,251,212,267,236,maksssksksss429.png,1
1754,116,46,172,108,maksssksksss43.png,1
1755,7,121,31,147,maksssksksss43.png,1
1756,112,87,176,144,maksssksksss430.png,1
1757,220,73,294,133,maksssksksss430.png,1
1758,20,71,76,129,maksssksksss431.png,0
1759,150,114,197,171,maksssksksss431.png,1
1760,201,149,230,192,maksssksksss431.png,1
1761,241,153,291,205,maksssksksss431.png,1
1762,309,140,345,185,maksssksksss431.png,1
1763,250,67,275,99,maksssksksss431.png,1
1764,276,60,302,87,maksssksksss431.png,1
1765,196,48,214,72,maksssksksss431.png,1
1766,214,35,234,57,maksssksksss431.png,1
1767,178,65,204,87,maksssksksss431.png,1
1768,232,11,248,26,maksssksksss431.png,1
1769,266,6,281,19,maksssksksss431.png,1
1770,207,8,222,22,maksssksksss431.png,1
1771,181,75,247,148,maksssksksss432.png,1
1772,132,191,222,323,maksssksksss433.png,1
1773,138,155,325,339,maksssksksss434.png,1
1774,94,48,115,71,maksssksksss435.png,1
1775,85,164,106,182,maksssksksss435.png,1
1776,164,51,193,86,maksssksksss435.png,1
1777,229,25,267,72,maksssksksss435.png,1
1778,263,57,291,87,maksssksksss435.png,1
1779,79,174,126,226,maksssksksss436.png,1
1780,206,120,259,178,maksssksksss436.png,1
1781,82,43,113,89,maksssksksss437.png,1
1782,131,111,147,131,maksssksksss437.png,1
1783,145,114,155,131,maksssksksss437.png,1
1784,205,109,232,139,maksssksksss437.png,1
1785,276,102,302,131,maksssksksss437.png,1
1786,78,22,92,36,maksssksksss438.png,1
1787,152,13,166,28,maksssksksss438.png,1
1788,233,32,246,46,maksssksksss438.png,1
1789,293,28,304,46,maksssksksss438.png,1
1790,192,120,224,155,maksssksksss439.png,1
1791,287,110,319,157,maksssksksss439.png,1
1792,134,126,151,146,maksssksksss439.png,1
1793,171,132,187,148,maksssksksss439.png,1
1794,43,139,80,182,maksssksksss44.png,1
1795,140,93,188,148,maksssksksss44.png,1
1796,261,47,321,120,maksssksksss44.png,1
1797,332,12,394,90,maksssksksss44.png,2
1798,81,25,102,47,maksssksksss440.png,1
1799,101,30,114,50,maksssksksss440.png,0
1800,122,48,134,62,maksssksksss440.png,1
1801,158,46,172,61,maksssksksss440.png,1
1802,184,49,216,77,maksssksksss440.png,1
1803,240,40,253,60,maksssksksss440.png,1
1804,303,29,323,52,maksssksksss440.png,1
1805,353,30,371,51,maksssksksss440.png,0
1806,17,156,67,206,maksssksksss441.png,1
1807,102,120,159,183,maksssksksss441.png,1
1808,206,117,267,185,maksssksksss441.png,1
1809,89,169,215,309,maksssksksss442.png,2
1810,89,155,187,264,maksssksksss443.png,2
1811,109,156,124,180,maksssksksss444.png,2
1812,242,146,282,184,maksssksksss444.png,1
1813,301,132,332,164,maksssksksss444.png,1
1814,346,159,383,196,maksssksksss444.png,1
1815,17,104,55,137,maksssksksss445.png,1
1816,52,78,86,111,maksssksksss445.png,1
1817,72,56,101,93,maksssksksss445.png,0
1818,142,73,177,108,maksssksksss445.png,1
1819,180,56,210,90,maksssksksss445.png,1
1820,240,68,264,96,maksssksksss445.png,1
1821,267,62,298,97,maksssksksss445.png,1
1822,332,34,350,61,maksssksksss445.png,1
1823,377,39,396,62,maksssksksss445.png,1
1824,199,237,230,266,maksssksksss445.png,0
1825,78,49,395,386,maksssksksss446.png,1
1826,108,60,127,79,maksssksksss447.png,1
1827,201,84,217,102,maksssksksss447.png,1
1828,313,74,331,97,maksssksksss447.png,1
1829,282,39,321,84,maksssksksss448.png,1
1830,230,34,264,69,maksssksksss448.png,1
1831,194,60,232,101,maksssksksss448.png,1
1832,99,50,150,99,maksssksksss448.png,1
1833,94,60,118,83,maksssksksss449.png,1
1834,124,72,147,93,maksssksksss449.png,1
1835,157,44,186,78,maksssksksss449.png,1
1836,265,242,295,276,maksssksksss449.png,1
1837,63,34,95,63,maksssksksss45.png,2
1838,222,40,272,84,maksssksksss45.png,1
1839,250,159,279,203,maksssksksss45.png,2
1840,65,100,101,137,maksssksksss450.png,1
1841,175,110,207,148,maksssksksss450.png,1
1842,208,67,240,102,maksssksksss450.png,1
1843,327,95,360,130,maksssksksss450.png,1
1844,11,1,33,13,maksssksksss451.png,1
1845,120,7,141,28,maksssksksss451.png,1
1846,93,36,114,59,maksssksksss451.png,1
1847,161,9,179,28,maksssksksss451.png,2
1848,126,37,152,67,maksssksksss451.png,1
1849,2,149,50,233,maksssksksss451.png,1
1850,230,48,244,67,maksssksksss451.png,2
1851,210,61,233,84,maksssksksss451.png,2
1852,184,99,213,131,maksssksksss451.png,1
1853,265,25,287,52,maksssksksss451.png,1
1854,323,43,341,66,maksssksksss451.png,1
1855,298,117,327,145,maksssksksss451.png,1
1856,363,86,386,108,maksssksksss451.png,1
1857,39,53,73,93,maksssksksss452.png,1
1858,129,66,156,96,maksssksksss452.png,1
1859,272,79,302,111,maksssksksss452.png,1
1860,2,56,16,74,maksssksksss453.png,2
1861,18,46,37,67,maksssksksss453.png,2
1862,46,46,59,62,maksssksksss453.png,2
1863,50,60,59,82,maksssksksss453.png,2
