xmin,ymin,xmax,ymax,image,labels
206,42,218,59,maksssksksss359.png,1
217,43,234,63,maksssksksss359.png,1
238,52,253,68,maksssksksss359.png,1
252,59,271,79,maksssksksss359.png,1
274,62,296,84,maksssksksss359.png,1
298,39,314,57,maksssksksss359.png,1
316,42,331,55,maksssksksss359.png,2
345,33,362,53,maksssksksss359.png,1
368,38,385,59,maksssksksss359.png,1
332,42,341,54,maksssksksss359.png,1
24,24,47,52,maksssksksss36.png,1
111,38,127,56,maksssksksss36.png,1
145,39,170,67,maksssksksss36.png,1
195,22,216,46,maksssksksss36.png,1
262,60,273,70,maksssksksss36.png,1
311,53,319,62,maksssksksss36.png,1
323,46,337,61,maksssksksss36.png,1
336,31,354,49,maksssksksss36.png,1
354,25,379,50,maksssksksss36.png,1
173,33,206,71,maksssksksss360.png,1
37,60,60,88,maksssksksss361.png,2
194,71,230,107,maksssksksss361.png,1
329,25,352,52,maksssksksss361.png,2
61,117,167,222,maksssksksss362.png,1
175,127,258,214,maksssksksss362.png,1
258,90,338,180,maksssksksss362.png,1
79,48,97,69,maksssksksss363.png,1
116,78,134,101,maksssksksss363.png,1
161,79,179,96,maksssksksss363.png,1
193,53,209,76,maksssksksss363.png,1
327,24,361,64,maksssksksss363.png,1
345,87,379,128,maksssksksss363.png,1
83,56,117,95,maksssksksss364.png,1
179,51,212,87,maksssksksss364.png,1
263,62,295,101,maksssksksss364.png,1
129,118,171,167,maksssksksss365.png,1
208,123,243,155,maksssksksss365.png,1
266,125,281,151,maksssksksss365.png,2
48,44,184,205,maksssksksss366.png,1
379,61,480,205,maksssksksss366.png,1
241,60,271,97,maksssksksss367.png,1
354,36,375,64,maksssksksss368.png,1
314,23,339,53,maksssksksss368.png,1
253,35,278,61,maksssksksss368.png,1
195,54,212,77,maksssksksss368.png,1
175,57,191,75,maksssksksss368.png,1
104,48,127,70,maksssksksss368.png,1
41,69,64,93,maksssksksss368.png,1
62,65,80,88,maksssksksss368.png,1
16,51,30,64,maksssksksss368.png,1
123,139,217,267,maksssksksss369.png,1
78,110,192,265,maksssksksss37.png,1
135,135,241,263,maksssksksss370.png,2
160,37,263,154,maksssksksss371.png,0
95,33,116,59,maksssksksss372.png,1
165,19,186,43,maksssksksss372.png,1
20,54,65,105,maksssksksss373.png,1
50,99,122,167,maksssksksss373.png,1
188,107,225,141,maksssksksss373.png,1
207,59,241,87,maksssksksss373.png,1
220,81,250,118,maksssksksss373.png,1
244,63,303,118,maksssksksss373.png,1
330,73,365,107,maksssksksss373.png,1
320,31,344,55,maksssksksss373.png,2
367,57,391,82,maksssksksss373.png,2
398,74,434,114,maksssksksss373.png,1
426,125,483,177,maksssksksss373.png,1
440,69,468,96,maksssksksss373.png,1
427,29,454,54,maksssksksss373.png,1
183,21,215,51,maksssksksss374.png,1
28,91,52,113,maksssksksss374.png,1
191,143,225,182,maksssksksss374.png,1
314,30,345,61,maksssksksss374.png,2
92,64,123,89,maksssksksss374.png,1
259,76,277,94,maksssksksss375.png,2
273,192,289,210,maksssksksss375.png,2
58,48,94,88,maksssksksss376.png,1
144,17,154,33,maksssksksss376.png,1
191,29,210,51,maksssksksss376.png,1
229,15,242,31,maksssksksss376.png,1
318,77,330,94,maksssksksss376.png,1
338,72,349,84,maksssksksss376.png,1
350,79,377,102,maksssksksss376.png,1
132,75,246,176,maksssksksss377.png,1
112,90,158,132,maksssksksss378.png,1
237,61,285,103,maksssksksss378.png,1
129,197,212,317,maksssksksss379.png,2
194,102,230,139,maksssksksss38.png,1
252,116,284,149,maksssksksss38.png,2
47,210,157,359,maksssksksss380.png,1
97,64,120,89,maksssksksss381.png,1
163,75,185,95,maksssksksss381.png,1
207,70,229,96,maksssksksss381.png,1
247,73,267,96,maksssksksss381.png,1
356,148,362,156,maksssksksss381.png,2
379,135,385,144,maksssksksss381.png,2
324,89,340,111,maksssksksss382.png,1
256,111,274,128,maksssksksss382.png,1
195,96,215,114,maksssksksss382.png,1
139,105,158,126,maksssksksss382.png,1
64,95,82,121,maksssksksss382.png,1
90,183,190,309,maksssksksss383.png,1
37,244,50,258,maksssksksss384.png,1
146,238,161,255,maksssksksss384.png,1
186,265,194,277,maksssksksss384.png,2
221,237,238,254,maksssksksss384.png,1
125,76,157,113,maksssksksss385.png,1
385,25,396,46,maksssksksss385.png,2
217,27,229,41,maksssksksss385.png,2
51,20,61,31,maksssksksss385.png,2
87,15,97,27,maksssksksss385.png,2
83,43,110,75,maksssksksss386.png,0
139,65,167,94,maksssksksss386.png,1
185,70,204,89,maksssksksss386.png,1
228,67,248,88,maksssksksss386.png,1
249,76,262,90,maksssksksss386.png,1
262,68,273,81,maksssksksss386.png,1
283,73,288,80,maksssksksss386.png,2
290,72,295,78,maksssksksss386.png,2
314,75,320,81,maksssksksss386.png,1
209,73,247,113,maksssksksss387.png,1
287,60,328,115,maksssksksss387.png,0
354,109,400,191,maksssksksss387.png,1
156,20,173,37,maksssksksss387.png,2
26,92,44,121,maksssksksss388.png,1
106,88,122,111,maksssksksss388.png,1
122,102,146,124,maksssksksss388.png,1
151,73,168,94,maksssksksss388.png,1
168,76,190,100,maksssksksss388.png,2
188,96,219,131,maksssksksss388.png,1
192,59,210,78,maksssksksss388.png,2
223,53,243,76,maksssksksss388.png,2
272,67,291,88,maksssksksss388.png,2
260,93,279,115,maksssksksss388.png,1
288,86,308,113,maksssksksss388.png,1
348,71,366,91,maksssksksss388.png,1
303,96,330,123,maksssksksss388.png,0
371,77,396,100,maksssksksss388.png,2
68,75,80,88,maksssksksss388.png,2
321,70,333,84,maksssksksss388.png,2
367,67,378,79,maksssksksss388.png,1
123,148,188,217,maksssksksss389.png,1
1,231,57,295,maksssksksss389.png,1
15,67,62,116,maksssksksss389.png,1
114,74,159,116,maksssksksss389.png,1
236,80,293,135,maksssksksss389.png,1
191,30,233,78,maksssksksss389.png,1
279,10,317,52,maksssksksss389.png,1
1,84,21,117,maksssksksss389.png,1
330,18,368,53,maksssksksss389.png,1
246,13,273,47,maksssksksss389.png,1
163,44,191,75,maksssksksss389.png,2
339,59,393,111,maksssksksss389.png,2
157,107,223,184,maksssksksss39.png,1
239,97,347,219,maksssksksss39.png,1
51,131,81,159,maksssksksss390.png,1
96,130,126,158,maksssksksss390.png,1
197,126,219,150,maksssksksss390.png,1
281,137,305,157,maksssksksss390.png,1
315,130,332,147,maksssksksss390.png,1
387,114,400,131,maksssksksss390.png,1
93,34,119,61,maksssksksss391.png,1
174,62,199,92,maksssksksss391.png,1
234,91,262,118,maksssksksss391.png,1
305,77,336,108,maksssksksss391.png,1
168,76,292,211,maksssksksss392.png,1
44,88,161,206,maksssksksss393.png,1
241,261,365,390,maksssksksss393.png,1
142,13,249,133,maksssksksss394.png,1
218,57,307,164,maksssksksss395.png,1
24,118,55,151,maksssksksss396.png,1
83,140,116,176,maksssksksss396.png,1
167,97,210,142,maksssksksss396.png,1
269,142,291,165,maksssksksss396.png,1
310,86,366,135,maksssksksss396.png,2
40,43,82,91,maksssksksss397.png,1
181,58,252,128,maksssksksss397.png,1
303,49,358,107,maksssksksss397.png,1
153,122,251,223,maksssksksss398.png,1
305,93,334,135,maksssksksss399.png,1
324,84,351,111,maksssksksss399.png,1
191,98,228,134,maksssksksss399.png,1
155,60,183,96,maksssksksss399.png,1
106,70,129,98,maksssksksss399.png,1
51,54,81,90,maksssksksss399.png,1
236,54,275,87,maksssksksss399.png,1
267,56,298,91,maksssksksss399.png,2
70,185,176,321,maksssksksss4.png,1
65,87,106,134,maksssksksss40.png,1
203,75,232,114,maksssksksss40.png,1
258,77,297,123,maksssksksss40.png,1
367,80,394,112,maksssksksss40.png,2
87,117,136,171,maksssksksss400.png,1
165,95,214,148,maksssksksss400.png,1
281,84,331,135,maksssksksss400.png,1
101,49,134,91,maksssksksss401.png,2
133,75,166,111,maksssksksss401.png,2
228,102,263,148,maksssksksss401.png,1
346,62,367,101,maksssksksss401.png,1
90,256,165,349,maksssksksss402.png,2
96,226,199,350,maksssksksss403.png,1
112,214,183,319,maksssksksss404.png,2
101,264,182,370,maksssksksss405.png,1
171,69,239,144,maksssksksss406.png,0
102,204,202,331,maksssksksss407.png,1
1,66,26,94,maksssksksss408.png,1
19,46,44,73,maksssksksss408.png,1
76,38,104,61,maksssksksss408.png,2
129,37,148,55,maksssksksss408.png,1
154,34,182,52,maksssksksss408.png,1
151,64,180,89,maksssksksss408.png,1
51,64,94,106,maksssksksss408.png,1
195,64,228,92,maksssksksss408.png,1
309,77,344,112,maksssksksss408.png,1
256,45,283,69,maksssksksss408.png,2
91,208,172,320,maksssksksss409.png,1
29,184,63,216,maksssksksss41.png,1
50,165,74,194,maksssksksss41.png,1
107,175,139,208,maksssksksss41.png,1
181,151,201,172,maksssksksss41.png,1
202,188,236,225,maksssksksss41.png,1
234,183,247,207,maksssksksss41.png,1
253,169,271,189,maksssksksss41.png,1
283,203,315,235,maksssksksss41.png,1
337,186,361,210,maksssksksss41.png,1
34,153,62,176,maksssksksss410.png,1
88,138,111,163,maksssksksss410.png,1
139,207,168,234,maksssksksss410.png,1
116,135,135,154,maksssksksss410.png,1
135,103,152,121,maksssksksss410.png,1
101,91,115,106,maksssksksss410.png,0
58,109,72,127,maksssksksss410.png,1
56,91,65,103,maksssksksss410.png,1
80,81,89,91,maksssksksss410.png,1
176,115,202,139,maksssksksss410.png,1
205,96,221,115,maksssksksss410.png,1
291,110,324,139,maksssksksss410.png,1
366,131,381,154,maksssksksss410.png,1
246,87,255,105,maksssksksss410.png,1
217,62,231,78,maksssksksss410.png,1
180,56,192,68,maksssksksss410.png,1
121,63,130,76,maksssksksss410.png,1
34,83,42,99,maksssksksss410.png,1
26,70,34,82,maksssksksss410.png,1
55,60,67,74,maksssksksss410.png,1
87,53,95,62,maksssksksss410.png,1
21,98,43,120,maksssksksss411.png,1
84,81,111,114,maksssksksss411.png,2
142,101,174,141,maksssksksss411.png,1
191,91,217,117,maksssksksss411.png,1
226,63,260,100,maksssksksss411.png,1
299,85,313,104,maksssksksss411.png,1
321,60,353,95,maksssksksss411.png,1
370,94,396,122,maksssksksss411.png,1
190,100,267,186,maksssksksss412.png,1
317,198,391,274,maksssksksss412.png,1
71,53,104,88,maksssksksss413.png,1
174,32,204,70,maksssksksss413.png,1
291,80,340,134,maksssksksss413.png,1
119,81,147,117,maksssksksss414.png,1
103,42,123,60,maksssksksss414.png,1
203,23,226,48,maksssksksss414.png,1
314,15,342,46,maksssksksss414.png,1
86,127,179,234,maksssksksss415.png,1
130,20,149,39,maksssksksss416.png,1
173,82,196,102,maksssksksss416.png,1
276,77,295,99,maksssksksss416.png,1
300,93,318,120,maksssksksss416.png,1
115,200,217,338,maksssksksss417.png,1
340,146,353,159,maksssksksss418.png,1
49,158,58,168,maksssksksss418.png,1
128,46,151,77,maksssksksss419.png,1
7,156,19,177,maksssksksss419.png,2
20,163,38,183,maksssksksss419.png,2
37,151,50,169,maksssksksss419.png,2
50,158,59,175,maksssksksss419.png,2
59,157,69,173,maksssksksss419.png,2
190,112,196,123,maksssksksss419.png,2
73,155,82,170,maksssksksss419.png,2
36,73,95,141,maksssksksss42.png,1
175,67,228,133,maksssksksss42.png,1
304,67,363,135,maksssksksss42.png,1
33,244,95,312,maksssksksss42.png,1
170,248,231,321,maksssksksss42.png,1
306,248,366,313,maksssksksss42.png,1
96,171,197,282,maksssksksss420.png,2
65,78,97,114,maksssksksss421.png,1
111,109,130,130,maksssksksss421.png,1
182,41,221,83,maksssksksss421.png,1
212,79,233,100,maksssksksss421.png,1
302,53,341,94,maksssksksss421.png,1
45,47,114,130,maksssksksss422.png,1
224,247,350,372,maksssksksss422.png,1
3,49,16,64,maksssksksss423.png,1
42,11,66,40,maksssksksss423.png,1
100,66,109,82,maksssksksss423.png,1
144,68,155,81,maksssksksss423.png,0
157,24,170,45,maksssksksss423.png,1
202,29,212,48,maksssksksss423.png,1
197,45,208,60,maksssksksss423.png,1
256,44,270,60,maksssksksss423.png,1
276,46,289,62,maksssksksss423.png,1
305,63,312,73,maksssksksss423.png,1
320,48,335,64,maksssksksss423.png,1
351,55,363,69,maksssksksss423.png,1
366,55,376,70,maksssksksss423.png,1
14,185,22,201,maksssksksss424.png,2
31,186,48,205,maksssksksss424.png,1
67,181,74,193,maksssksksss424.png,1
97,194,113,210,maksssksksss424.png,1
126,146,136,158,maksssksksss424.png,2
135,150,149,163,maksssksksss424.png,1
153,155,165,165,maksssksksss424.png,0
142,171,155,185,maksssksksss424.png,2
122,181,137,194,maksssksksss424.png,1
159,173,174,189,maksssksksss424.png,1
176,159,190,176,maksssksksss424.png,1
214,153,226,165,maksssksksss424.png,1
194,179,210,196,maksssksksss424.png,1
203,197,220,217,maksssksksss424.png,1
233,148,248,164,maksssksksss424.png,1
221,248,240,267,maksssksksss424.png,2
222,125,233,135,maksssksksss424.png,1
201,115,210,126,maksssksksss424.png,1
242,126,252,137,maksssksksss424.png,1
287,106,297,116,maksssksksss424.png,1
312,110,319,118,maksssksksss424.png,1
358,130,368,139,maksssksksss424.png,1
203,122,349,266,maksssksksss425.png,1
154,78,313,247,maksssksksss426.png,1
120,61,182,129,maksssksksss427.png,1
52,68,68,85,maksssksksss427.png,1
216,64,238,86,maksssksksss427.png,1
299,1,395,88,maksssksksss427.png,1
34,153,63,175,maksssksksss428.png,1
87,140,111,161,maksssksksss428.png,1
116,133,135,153,maksssksksss428.png,1
138,207,168,234,maksssksksss428.png,1
177,115,203,138,maksssksksss428.png,1
292,110,324,138,maksssksksss428.png,1
366,133,382,153,maksssksksss428.png,1
205,95,220,115,maksssksksss428.png,1
245,87,255,104,maksssksksss428.png,1
218,63,232,78,maksssksksss428.png,1
180,56,191,68,maksssksksss428.png,1
58,110,72,128,maksssksksss428.png,1
101,93,116,105,maksssksksss428.png,0
55,92,65,103,maksssksksss428.png,1
134,105,151,120,maksssksksss428.png,1
121,64,130,76,maksssksksss428.png,1
56,62,66,74,maksssksksss428.png,1
79,81,89,91,maksssksksss428.png,1
34,87,43,97,maksssksksss428.png,1
27,72,35,80,maksssksksss428.png,1
86,54,94,62,maksssksksss428.png,1
28,57,50,80,maksssksksss429.png,1
102,112,124,133,maksssksksss429.png,1
163,118,184,142,maksssksksss429.png,1
251,212,267,236,maksssksksss429.png,1
116,46,172,108,maksssksksss43.png,1
7,121,31,147,maksssksksss43.png,1
112,87,176,144,maksssksksss430.png,1
220,73,294,133,maksssksksss430.png,1
20,71,76,129,maksssksksss431.png,0
150,114,197,171,maksssksksss431.png,1
201,149,230,192,maksssksksss431.png,1
241,153,291,205,maksssksksss431.png,1
309,140,345,185,maksssksksss431.png,1
250,67,275,99,maksssksksss431.png,1
276,60,302,87,maksssksksss431.png,1
196,48,214,72,maksssksksss431.png,1
214,35,234,57,maksssksksss431.png,1
178,65,204,87,maksssksksss431.png,1
232,11,248,26,maksssksksss431.png,1
266,6,281,19,maksssksksss431.png,1
207,8,222,22,maksssksksss431.png,1
181,75,247,148,maksssksksss432.png,1
132,191,222,323,maksssksksss433.png,1
138,155,325,339,maksssksksss434.png,1
94,48,115,71,maksssksksss435.png,1
85,164,106,182,maksssksksss435.png,1
164,51,193,86,maksssksksss435.png,1
229,25,267,72,maksssksksss435.png,1
263,57,291,87,maksssksksss435.png,1
79,174,126,226,maksssksksss436.png,1
206,120,259,178,maksssksksss436.png,1
82,43,113,89,maksssksksss437.png,1
131,111,147,131,maksssksksss437.png,1
145,114,155,131,maksssksksss437.png,1
205,109,232,139,maksssksksss437.png,1
276,102,302,131,maksssksksss437.png,1
78,22,92,36,maksssksksss438.png,1
152,13,166,28,maksssksksss438.png,1
233,32,246,46,maksssksksss438.png,1
293,28,304,46,maksssksksss438.png,1
192,120,224,155,maksssksksss439.png,1
287,110,319,157,maksssksksss439.png,1
134,126,151,146,maksssksksss439.png,1
171,132,187,148,maksssksksss439.png,1
43,139,80,182,maksssksksss44.png,1
140,93,188,148,maksssksksss44.png,1
261,47,321,120,maksssksksss44.png,1
332,12,394,90,maksssksksss44.png,2
81,25,102,47,maksssksksss440.png,1
101,30,114,50,maksssksksss440.png,0
122,48,134,62,maksssksksss440.png,1
158,46,172,61,maksssksksss440.png,1
184,49,216,77,maksssksksss440.png,1
240,40,253,60,maksssksksss440.png,1
303,29,323,52,maksssksksss440.png,1
353,30,371,51,maksssksksss440.png,0
17,156,67,206,maksssksksss441.png,1
102,120,159,183,maksssksksss441.png,1
206,117,267,185,maksssksksss441.png,1
89,169,215,309,maksssksksss442.png,2
89,155,187,264,maksssksksss443.png,2
109,156,124,180,maksssksksss444.png,2
242,146,282,184,maksssksksss444.png,1
301,132,332,164,maksssksksss444.png,1
346,159,383,196,maksssksksss444.png,1
17,104,55,137,maksssksksss445.png,1
52,78,86,111,maksssksksss445.png,1
72,56,101,93,maksssksksss445.png,0
142,73,177,108,maksssksksss445.png,1
180,56,210,90,maksssksksss445.png,1
240,68,264,96,maksssksksss445.png,1
267,62,298,97,maksssksksss445.png,1
332,34,350,61,maksssksksss445.png,1
377,39,396,62,maksssksksss445.png,1
199,237,230,266,maksssksksss445.png,0
78,49,395,386,maksssksksss446.png,1
108,60,127,79,maksssksksss447.png,1
201,84,217,102,maksssksksss447.png,1
313,74,331,97,maksssksksss447.png,1
282,39,321,84,maksssksksss448.png,1
230,34,264,69,maksssksksss448.png,1
194,60,232,101,maksssksksss448.png,1
99,50,150,99,maksssksksss448.png,1
94,60,118,83,maksssksksss449.png,1
124,72,147,93,maksssksksss449.png,1
157,44,186,78,maksssksksss449.png,1
265,242,295,276,maksssksksss449.png,1
63,34,95,63,maksssksksss45.png,2
222,40,272,84,maksssksksss45.png,1
250,159,279,203,maksssksksss45.png,2
65,100,101,137,maksssksksss450.png,1
175,110,207,148,maksssksksss450.png,1
208,67,240,102,maksssksksss450.png,1
327,95,360,130,maksssksksss450.png,1
11,1,33,13,maksssksksss451.png,1
120,7,141,28,maksssksksss451.png,1
93,36,114,59,maksssksksss451.png,1
161,9,179,28,maksssksksss451.png,2
126,37,152,67,maksssksksss451.png,1
2,149,50,233,maksssksksss451.png,1
230,48,244,67,maksssksksss451.png,2
210,61,233,84,maksssksksss451.png,2
184,99,213,131,maksssksksss451.png,1
265,25,287,52,maksssksksss451.png,1
323,43,341,66,maksssksksss451.png,1
298,117,327,145,maksssksksss451.png,1
363,86,386,108,maksssksksss451.png,1
39,53,73,93,maksssksksss452.png,1
129,66,156,96,maksssksksss452.png,1
272,79,302,111,maksssksksss452.png,1
2,56,16,74,maksssksksss453.png,2
18,46,37,67,maksssksksss453.png,2
46,46,59,62,maksssksksss453.png,2
50,60,59,82,maksssksksss453.png,2
19,109,32,127,maksssksksss453.png,2
26,140,49,169,maksssksksss453.png,1
47,172,71,203,maksssksksss453.png,0
97,273,131,300,maksssksksss453.png,2
108,7,120,22,maksssksksss453.png,2
111,39,127,60,maksssksksss453.png,2
133,51,146,73,maksssksksss453.png,2
147,55,159,77,maksssksksss453.png,2
97,104,114,124,maksssksksss453.png,2
124,148,143,175,maksssksksss453.png,1
158,147,175,173,maksssksksss453.png,1
193,54,206,71,maksssksksss453.png,2
208,54,219,72,maksssksksss453.png,2
229,64,241,93,maksssksksss453.png,1
261,26,279,53,maksssksksss453.png,2
296,39,310,58,maksssksksss453.png,2
344,34,365,61,maksssksksss453.png,1
339,77,359,111,maksssksksss453.png,1
108,10,122,22,maksssksksss453.png,2
143,97,255,211,maksssksksss454.png,1
115,222,225,373,maksssksksss455.png,2
171,70,232,141,maksssksksss456.png,1
270,98,313,142,maksssksksss457.png,1
189,60,228,100,maksssksksss457.png,1
122,73,150,100,maksssksksss457.png,1
6,68,41,109,maksssksksss457.png,2
334,92,351,110,maksssksksss457.png,1
389,56,401,83,maksssksksss457.png,1
22,110,47,136,maksssksksss458.png,2
105,86,149,143,maksssksksss458.png,1
146,118,182,159,maksssksksss458.png,1
60,67,115,117,maksssksksss459.png,1
185,77,239,134,maksssksksss459.png,0
17,37,41,59,maksssksksss46.png,1
68,21,87,38,maksssksksss46.png,1
114,32,132,48,maksssksksss46.png,1
147,31,170,53,maksssksksss46.png,1
207,20,223,37,maksssksksss46.png,1
238,27,251,43,maksssksksss46.png,1
267,27,282,40,maksssksksss46.png,1
287,22,302,39,maksssksksss46.png,1
326,30,348,51,maksssksksss46.png,1
357,27,375,45,maksssksksss46.png,1
7,52,24,72,maksssksksss460.png,2
26,58,53,94,maksssksksss460.png,1
58,69,70,80,maksssksksss460.png,1
111,50,133,76,maksssksksss460.png,1
134,63,148,82,maksssksksss460.png,1
206,69,221,88,maksssksksss460.png,1
226,56,241,76,maksssksksss460.png,2
243,75,260,95,maksssksksss460.png,1
307,80,328,104,maksssksksss460.png,1
155,91,166,101,maksssksksss460.png,2
375,58,383,66,maksssksksss460.png,1
278,58,288,70,maksssksksss460.png,1
218,185,263,229,maksssksksss461.png,1
300,124,347,176,maksssksksss461.png,1
368,135,395,196,maksssksksss461.png,1
369,47,395,81,maksssksksss461.png,1
244,117,281,159,maksssksksss461.png,1
141,80,186,128,maksssksksss461.png,1
92,72,125,109,maksssksksss461.png,1
57,106,91,140,maksssksksss461.png,1
21,95,45,121,maksssksksss461.png,1
119,38,148,73,maksssksksss462.png,1
136,101,258,226,maksssksksss463.png,1
57,67,107,122,maksssksksss464.png,1
188,111,218,146,maksssksksss464.png,1
233,83,262,117,maksssksksss464.png,1
268,187,290,216,maksssksksss464.png,1
231,42,297,128,maksssksksss465.png,1
11,89,53,149,maksssksksss466.png,1
71,60,122,111,maksssksksss466.png,1
142,117,197,167,maksssksksss466.png,1
265,53,310,104,maksssksksss466.png,1
56,89,98,127,maksssksksss467.png,1
181,62,215,95,maksssksksss467.png,1
291,61,318,91,maksssksksss467.png,1
318,91,348,120,maksssksksss467.png,1
261,73,278,96,maksssksksss467.png,0
152,76,171,98,maksssksksss467.png,2
100,144,215,273,maksssksksss468.png,1
166,100,243,175,maksssksksss469.png,1
254,125,315,172,maksssksksss469.png,1
152,64,285,207,maksssksksss47.png,1
52,28,100,75,maksssksksss470.png,1
95,63,123,91,maksssksksss470.png,1
151,58,188,101,maksssksksss470.png,1
276,40,304,88,maksssksksss470.png,1
344,56,377,90,maksssksksss470.png,1
65,71,100,113,maksssksksss471.png,1
134,61,153,88,maksssksksss471.png,2
168,35,194,68,maksssksksss471.png,2
363,52,386,75,maksssksksss471.png,1
336,78,357,95,maksssksksss471.png,1
220,68,256,117,maksssksksss472.png,1
53,79,91,123,maksssksksss473.png,2
110,49,144,83,maksssksksss473.png,1
244,28,276,67,maksssksksss473.png,1
300,75,332,112,maksssksksss473.png,1
1,163,32,198,maksssksksss474.png,1
49,159,76,183,maksssksksss474.png,1
154,45,178,67,maksssksksss474.png,1
238,21,260,47,maksssksksss474.png,1
45,69,73,96,maksssksksss475.png,1
109,80,134,109,maksssksksss475.png,1
164,64,198,100,maksssksksss475.png,1
243,96,267,127,maksssksksss475.png,1
303,84,339,130,maksssksksss475.png,2
350,67,372,105,maksssksksss475.png,1
353,17,381,51,maksssksksss476.png,1
210,40,238,68,maksssksksss476.png,1
17,72,41,97,maksssksksss476.png,1
105,61,129,86,maksssksksss476.png,1
94,116,118,152,maksssksksss476.png,1
286,52,309,76,maksssksksss476.png,2
116,110,143,138,maksssksksss476.png,2
36,15,52,33,maksssksksss477.png,2
62,49,81,67,maksssksksss477.png,2
57,90,78,111,maksssksksss477.png,2
45,138,65,157,maksssksksss477.png,1
181,32,198,50,maksssksksss477.png,2
162,73,182,91,maksssksksss477.png,1
179,99,198,117,maksssksksss477.png,1
168,144,189,165,maksssksksss477.png,1
288,9,306,26,maksssksksss477.png,1
319,36,339,53,maksssksksss477.png,1
315,71,332,85,maksssksksss477.png,2
273,105,291,124,maksssksksss477.png,2
308,162,328,173,maksssksksss477.png,1
36,102,157,243,maksssksksss478.png,1
246,134,362,250,maksssksksss478.png,1
116,156,225,302,maksssksksss479.png,1
85,152,190,279,maksssksksss48.png,2
133,189,243,341,maksssksksss480.png,1
13,87,35,108,maksssksksss481.png,1
39,92,65,118,maksssksksss481.png,1
98,98,117,117,maksssksksss481.png,1
208,67,235,97,maksssksksss481.png,1
160,88,172,102,maksssksksss481.png,1
40,246,135,364,maksssksksss482.png,2
115,47,157,87,maksssksksss483.png,1
186,90,231,130,maksssksksss483.png,1
307,42,347,84,maksssksksss483.png,1
69,64,89,81,maksssksksss483.png,2
82,52,141,115,maksssksksss484.png,0
142,280,225,387,maksssksksss485.png,1
94,89,98,92,maksssksksss486.png,1
18,92,26,98,maksssksksss486.png,2
116,87,124,94,maksssksksss486.png,2
142,70,164,92,maksssksksss486.png,1
192,90,212,109,maksssksksss486.png,1
259,99,274,112,maksssksksss486.png,1
229,92,237,99,maksssksksss486.png,2
376,96,384,102,maksssksksss486.png,1
2,104,47,156,maksssksksss487.png,2
51,61,121,133,maksssksksss487.png,1
159,79,218,140,maksssksksss487.png,1
215,81,270,139,maksssksksss487.png,1
288,58,349,119,maksssksksss487.png,1
188,51,211,76,maksssksksss488.png,1
41,54,64,78,maksssksksss488.png,1
46,37,66,55,maksssksksss489.png,1
129,51,158,70,maksssksksss489.png,2
192,52,203,64,maksssksksss489.png,2
272,47,281,56,maksssksksss489.png,1
290,46,317,64,maksssksksss489.png,2
330,47,337,54,maksssksksss489.png,2
342,41,363,58,maksssksksss489.png,2
373,41,387,52,maksssksksss489.png,2
352,102,370,123,maksssksksss49.png,1
272,33,289,51,maksssksksss49.png,1
188,124,206,143,maksssksksss49.png,1
20,54,41,72,maksssksksss49.png,1
123,68,141,87,maksssksksss49.png,1
157,45,173,63,maksssksksss49.png,1
95,211,113,225,maksssksksss49.png,2
225,181,240,200,maksssksksss49.png,2
85,149,212,280,maksssksksss490.png,1
125,132,220,264,maksssksksss491.png,1
60,154,161,278,maksssksksss492.png,1
62,165,182,315,maksssksksss493.png,1
91,80,163,158,maksssksksss494.png,1
1,47,26,97,maksssksksss495.png,2
77,24,134,98,maksssksksss495.png,0
99,174,168,224,maksssksksss495.png,1
170,64,224,125,maksssksksss495.png,2
224,70,267,121,maksssksksss495.png,1
274,61,330,122,maksssksksss495.png,2
291,189,356,224,maksssksksss495.png,1
329,117,388,181,maksssksksss495.png,1
351,53,389,92,maksssksksss495.png,2
85,97,184,207,maksssksksss496.png,0
111,226,194,331,maksssksksss497.png,1
92,46,112,67,maksssksksss498.png,1
151,59,163,72,maksssksksss498.png,1
166,53,179,67,maksssksksss498.png,2
175,76,188,86,maksssksksss498.png,2
194,57,207,74,maksssksksss498.png,0
239,53,248,64,maksssksksss498.png,1
251,72,264,89,maksssksksss498.png,1
292,69,306,89,maksssksksss498.png,1
321,56,340,77,maksssksksss498.png,2
355,67,375,90,maksssksksss498.png,1
130,76,141,85,maksssksksss498.png,2
101,24,132,62,maksssksksss499.png,2
222,44,253,77,maksssksksss499.png,1
118,54,161,96,maksssksksss5.png,1
364,30,401,66,maksssksksss5.png,2
192,106,229,144,maksssksksss5.png,2
249,95,291,139,maksssksksss5.png,1
206,83,238,114,maksssksksss50.png,1
226,51,262,82,maksssksksss50.png,1
113,230,216,368,maksssksksss500.png,1
1,41,43,125,maksssksksss501.png,1
48,39,118,124,maksssksksss501.png,1
162,47,221,123,maksssksksss501.png,1
242,30,298,105,maksssksksss501.png,1
301,51,351,118,maksssksksss501.png,1
357,65,401,132,maksssksksss501.png,1
55,72,115,136,maksssksksss502.png,2
112,85,155,136,maksssksksss502.png,1
181,56,243,126,maksssksksss502.png,2
347,107,398,167,maksssksksss502.png,1
196,141,240,182,maksssksksss503.png,1
245,68,294,122,maksssksksss503.png,1
31,170,135,296,maksssksksss504.png,1
60,107,170,218,maksssksksss505.png,1
79,79,272,269,maksssksksss506.png,1
